,hint,origin,roots,word
58,?［?＝to increase 使增大；?＝the most 最→“to increase to the most 增到最大”→“the greatest 最伟大的”→］Ⅰ? majestic 威严的／Once in the ? palaces lived a king. 从前在威严的王宫里住着一个国王。→Ⅱ?（大写）① 奥古斯特（即古罗马凯撒大帝Augustus，他自认为是最伟大的帝王）② 八月（奥古斯特大帝以自己的名字命名八月份）,august［aug＝to increase 使增大；-ust a.＝the most 最→“to increase to the most 增到最大”→“the greatest 最伟大的”→］Ⅰa. majestic 威严的／Once in the august palaces lived a king. 从前在威严的王宫里住着一个国王。→Ⅱn.（大写）① 奥古斯特（即古罗马凯撒大帝Augustus，他自认为是最伟大的帝王）② 八月（奥古斯特大帝以自己的名字命名八月份）,"['aug', '-ust a.', 'a.']",august
59,?［?＝to increase 增加；?＝to make 使… →］? ① make greater or enlarge 增加，扩大／The king ?ed his power. 国王扩大了自己的权力。② become greater 增加，增大／The sound of traffic ?s during the rush hour. 高峰时段交通噪音会增大。,augment［aug＝to increase 增加；-ment v.＝to make 使… →］v. ① make greater or enlarge 增加，扩大／The king augmented his power. 国王扩大了自己的权力。② become greater 增加，增大／The sound of traffic augments during the rush hour. 高峰时段交通噪音会增大。,"['aug', '-ment v.']",augment
60,?［?＝to cause to grow 使增加；?＝act 表行为→“the act that causes the price to grow 使价格上升的行为”→］Ⅰ? sale in which goods are sold to the person offering the highest price 拍卖／Those old furniture were sold by ?. 旧家具是用拍卖的方法脱手的。→Ⅱ? sell by ? 拍卖／When the artist died his family ?ed his paintings. 画家去世后，家人把他的画作拍卖掉了。,auction［auct＝to cause to grow 使增加；-ion n.＝act 表行为→“the act that causes the price to grow 使价格上升的行为”→］Ⅰn. sale in which goods are sold to the person offering the highest price 拍卖／Those old furniture were sold by auction. 旧家具是用拍卖的方法脱手的。→Ⅱv. sell by auction 拍卖／When the artist died his family auctioned his paintings. 画家去世后，家人把他的画作拍卖掉了。,"['auct', '-ion n.', 'n.']",auction
61,?［?（?）= to cause to grow 使成长；?＝person 人→“person who causes anything to grow 使事物产生者”→］? ① person who begins or creates anything 发起人，创始者／The young man is the ? of the project. 那个年轻人是该项目的倡议者。② writer 著作者，作家／His favorite ? is Charles Dickens. 他最喜欢的作家是狄更斯。③（大写）造物主，上帝,author［auth（auct）= to cause to grow 使成长；-or n.＝person 人→“person who causes anything to grow 使事物产生者”→］n. ① person who begins or creates anything 发起人，创始者／The young man is the author of the project. 那个年轻人是该项目的倡议者。② writer 著作者，作家／His favorite author is Charles Dickens. 他最喜欢的作家是狄更斯。③（大写）造物主，上帝,"['auth', 'auct', '-or n.']",author
62,"?［?＝to increase 增加；?（?）= able 能…；?＝being 表性质→“being able to increase the force 能增加力量的”→］Ⅰ? available for use or help 备用的；辅助的／The ? power unit automatically runs once the power fails. 一旦停电，这组备用发电机立即自动运行。→ ? ① worker who helps others 辅助人员／As an ?, you are obliged to help the permanent workers. 作为辅助工，你必须协助固定工。② ? verb 助动词／Verb ""have"" is a main ? in English. have是一个主要的英语助动词。","auxiliary［aux＝to increase 增加；-ili（-ile）= able 能…；-ary a.＝being 表性质→“being able to increase the force 能增加力量的”→］Ⅰa. available for use or help 备用的；辅助的／The auxiliary power unit automatically runs once the power fails. 一旦停电，这组备用发电机立即自动运行。→ n. ① worker who helps others 辅助人员／As an auxiliary, you are obliged to help the permanent workers. 作为辅助工，你必须协助固定工。② auxiliary verb 助动词／Verb ""have"" is a main auxiliary in English. have是一个主要的英语助动词。","['aux', '-ili', '-ile', '-ary a.', 'a.']",auxiliary
63,?［?＝author 作者；?；?＝of …的 →］? of or having to do with an author 作者的／The preface of a book often contains the ? comments. 一本书的前言经常有作者自己的说明文字。,auctorial［auctor＝author 作者；-i-；-al a.＝of …的 →］a. of or having to do with an author 作者的／The preface of a book often contains the auctorial comments. 一本书的前言经常有作者自己的说明文字。,"['auctor', '-i-', '-al a.']",auctorial
64,?［author ? 创始者，造物者；-ity ?＝the quality 表特性→“the quality of an author 创始者的特性”→］? ① the power or right to control or make decisions 权力，权威／Rulers have no ? from God to do mischief. 上帝并没有给统治者制造祸害的权力。② person(s) having ? 当权者／It's a decision from the higher ?. 这是上级领导的决定。,authority［author n. 创始者，造物者；-ity n.＝the quality 表特性→“the quality of an author 创始者的特性”→］n. ① the power or right to control or make decisions 权力，权威／Rulers have no authority from God to do mischief. 上帝并没有给统治者制造祸害的权力。② person(s) having authority 当权者／It's a decision from the higher authority. 这是上级领导的决定。,"['n.', '-ity n.']",authority
65,?［author ? 创始者（→ power 权力）；?＝to cause to have 使…有→“to cause to have power 使…有权力”→］? give power to 授权／The president ?d his ambassador to sign the treaty. 总统授权大使签订该条约。,authorize［author n. 创始者（→ power 权力）；-ize v.＝to cause to have 使…有→“to cause to have power 使…有权力”→］v. give power to 授权／The president authorized his ambassador to sign the treaty. 总统授权大使签订该条约。,"['n.', '-ize v.']",authorize
66,?［?＝life 生命，生物；?＝branch of science 表学科 →］? the science of life in all 生物学／Zoology and botany are main divisions of ?. 动物学和植物学是生物学的两门主要分科。,biology［bio＝life 生命，生物；-logy n.＝branch of science 表学科 →］n. the science of life in all 生物学／Zoology and botany are main divisions of biology. 动物学和植物学是生物学的两门主要分科。,"['bio', '-logy n.']",biology
67,?［?＝life 生命，生活；?＝writing 著作→“writing about one's life 关于某个人生平的著作”→］? written account about a person's life 传记／He was the author of a ? of Darwi? 他写过一本达尔文传记。,biography［bio＝life 生命，生活；-graphy n.＝writing 著作→“writing about one's life 关于某个人生平的著作”→］n. written account about a person's life 传记／He was the author of a biography of Darwin. 他写过一本达尔文传记。,"['bio', '-graphy n.']",biography
68,?［?＝life 生物→harmful living beings 害虫；?＝killer 杀…者 →］? killer of harmful living beings 杀虫剂／Some ?s are not degradable; they are harmful to the environment. 有些杀虫剂无法降解，对环境有害。,biocide［bio＝life 生物→harmful living beings 害虫；-cide n.＝killer 杀…者 →］n. killer of harmful living beings 杀虫剂／Some biocides are not degradable; they are harmful to the environment. 有些杀虫剂无法降解，对环境有害。,"['bio', '-cide n.']",biocide
69,?［?＝opposing 对抗；?＝life 生命，生物；?＝having the quality 有…性能的→“having the quality of opposing the growing of a certain life 能抵制某种生物生长的”→］Ⅰ? opposing the living of disease carrying bacteria 抵制病菌的；抗生的／This medicine contains some ? substance. 这药品含有某种抗生素。→Ⅱ? ? substance 抗生素／Anti?otic abuse has become a serious problem today. 今天滥用抗生素已经成为严重的问题。,antibiotic［anti-＝opposing 对抗；bi＝life 生命，生物；-otic a.＝having the quality 有…性能的→“having the quality of opposing the growing of a certain life 能抵制某种生物生长的”→］Ⅰa. opposing the living of disease carrying bacteria 抵制病菌的；抗生的／This medicine contains some antibiotic substance. 这药品含有某种抗生素。→Ⅱn. antibiotic substance 抗生素／Antibiotic abuse has become a serious problem today. 今天滥用抗生素已经成为严重的问题。,"['anti-', 'bi', '-otic a.', 'a.']",antibiotic
